EventID,Ajans,Tarih_UTC,Enlem,Boylam,Derinlik,Buyukluk,Ulke,Sehir
342977,DDA,2016-07-03 18:05:43,38.763,27.8053,9.82,4,Türkiye,Manisa
342426,DDA,2016-06-27 22:11:45,34.43,26.566,6.43,4,-,-
342268,DDA,2016-06-25 05:40:11,40.6985,29.2016,9.73,4.2,-,-
342118,DDA,2016-06-22 16:56:57,38.4748,44.7428,2.69,4.2,Iran,Khoy
342097,DDA,2016-06-22 10:47:02,38.4381,44.9143,2.38,4.4,Iran,Khoy
341128,DDA,2016-06-21 06:25:22,39.4001,40.675,18.29,4.1,Türkiye,Bingöl
340103,DDA,2016-06-19 19:17:52,35.7101,26.3926,24.82,4,-,-
339620,DDA,2016-06-12 00:52:05,42.2066,45.7366,10.97,4,Rusya,Dagestan
339565,DDA,2016-06-11 08:29:38,39.1683,23.3703,7.96,4.1,-,-
339526,DDA,2016-06-10 18:57:01,39.0118,40.7121,12.81,4.5,Türkiye,Bingöl
339229,DDA,2016-06-07 04:09:46,40.259,29.1605,13.92,4.3,Türkiye,Bursa
339061,DDA,2016-06-05 20:26:19,38.6085,26.6953,21.34,4.2,Türkiye,-
339026,DDA,2016-06-05 01:11:36,34.51,26.322,120.4,4,-,-
338954,DDA,2016-06-04 02:22:57,35.4311,31.6141,6.46,4,-,-
338595,DDA,2016-05-30 00:10:42,34.7805,25.9948,6.25,4,-,-
338464,DDA,2016-05-27 18:14:48,35.4196,27.5403,25.91,4.1,-,-
338334,DDA,2016-05-25 08:36:14,35.0075,26.1958,6.82,5.3,-,-
338167,DDA,2016-05-22 08:58:28,41.6351,23.3561,7.08,4.3,Bulgaristan,Blagoevgrad
338067,DDA,2016-05-20 20:00:15,38.645,24.38,7.05,4,-,-
337035,DDA,2016-05-20 08:45:35,39.377,23.063,51,4,Yunanistan,Magnesia
336556,DDA,2016-05-12 00:18:38,35.1453,33.4236,25.34,4,-,Nicosia
336362,DDA,2016-05-09 03:57:20,39.9081,39.8503,13.97,4.1,Türkiye,Erzincan
336113,DDA,2016-05-05 07:34:08,36.706,26.541,4.4,4.1,-,-
335774,DDA,2016-04-29 23:36:27,34.586,26.619,15.7,4.2,-,-
335396,DDA,2016-04-23 19:51:58,36.9093,36.6191,5.79,4,Türkiye,Gaziantep
335161,DDA,2016-04-19 23:50:10,38.8986,43.5535,10.92,4,Türkiye,Van
335068,DDA,2016-04-18 06:46:13,42.512,25.9436,14.15,4.8,Bulgaristan,Sliven
334997,DDA,2016-04-17 13:54:50,37.9316,23.6676,7.03,4.1,-,-
334876,DDA,2016-04-16 00:10:37,34.9185,25.6256,5.88,4.8,-,-
330734,DDA,2016-04-07 11:11:14,37.9231,35.0906,12.9,4.1,Türkiye,Nigde
330493,DDA,2016-04-03 00:46:22,34.375,25.829,37.2,4.7,-,-
330294,DDA,2016-04-01 14:30:49,36.1793,25.5401,9.48,4.2,-,-
330251,DDA,2016-03-31 21:33:21,37.017,35.8441,28.37,4.1,Türkiye,Adana
329796,DDA,2016-03-24 01:22:16,35.9365,29.6781,17.93,4.2,-,-
329738,DDA,2016-03-22 20:24:18,34.9445,33.8585,64.37,4,-,Larnaca
329715,DDA,2016-03-22 13:25:16,35.7548,31.8283,43.16,4.6,-,-
328252,DDA,2016-03-13 13:23:06,35.388,24.175,50,4,Yunanistan,Khania
328220,DDA,2016-03-12 15:44:34,36.5926,27.9785,51.57,4.2,Türkiye,Mugla
328219,DDA,2016-03-12 15:22:17,35.0793,23.3761,5.64,4.1,-,-
328215,DDA,2016-03-12 12:40:38,35.4005,23.2966,8.77,4.6,-,-
328044,DDA,2016-03-10 00:03:40,34.9268,23.558,6.92,4.4,-,-
328010,DDA,2016-03-09 08:04:09,35.717,23.322,59.4,4.2,-,-
327850,DDA,2016-03-06 23:18:15,35.5706,23.6446,4.51,4.1,-,-
327267,DDA,2016-02-24 14:41:44,36.242,23.917,39.9,4.1,-,-
326904,DDA,2016-02-18 07:56:48,39.0116,35.8421,5.44,4.1,Türkiye,KAYSERI
326890,DDA,2016-02-18 02:40:23,35.2181,26.3456,19.9,4.6,-,-
325296,DDA,2016-02-05 23:01:24,34.637,25.829,25.4,4.7,-,AKDENIZ-DOGU BASENI
325282,DDA,2016-02-05 13:25:26,36.9488,29.367,8.03,4,Türkiye,BURDUR
325133,DDA,2016-02-02 14:21:16,38.8426,37.8425,10.15,4.1,Türkiye,MALATYA
324574,DDA,2016-01-23 07:53:44,38.0495,42.6708,15.21,4.5,Türkiye,VAN
324502,DDA,2016-01-22 07:22:57,39.2715,40.1295,7.01,4.1,Türkiye,BINGÖL
324434,DDA,2016-01-21 09:22:28,34.7451,25.106,9.44,4,-,-
324352,DDA,2016-01-19 19:04:43,36.6703,26.9533,34.61,4.5,-,KOS ADASI
323242,DDA,2016-01-16 18:51:16,35.4011,31.2016,30.5,4,-,AKDENIZ-DOGU BASENI
322860,DDA,2016-01-10 17:40:48,39.564,34.358,13.6,5,Türkiye,KIRSEHIR
322674,DDA,2016-01-07 02:52:29,38.9158,43.5316,8.97,4,Türkiye,-
322672,DDA,2016-01-07 02:01:46,38.9188,43.5083,10.15,4.4,Türkiye,-
322607,DDA,2016-01-05 23:11:51,36.644,26.84,131,4.2,-,-
322365,DDA,2016-01-01 09:11:14,40.0415,30.5338,7.38,4,Türkiye,ESKISEHIR
322294,DDA,2015-12-31 02:43:23,35.733,23.714,14.9,4.3,-,-
322039,DDA,2015-12-26 11:00:52,35.6253,27.3613,12.78,5.2,-,AKDENIZ-DOGU BASENI
322022,DDA,2015-12-26 04:51:48,35.3923,31.1658,30.73,4.1,-,AKDENIZ-DOGU BASENI
321924,DDA,2015-12-25 02:24:36,34.801,25.527,52.7,4.4,-,-
321498,DDA,2015-12-19 11:14:56,38.6303,26.5821,4.78,4,-,-
320221,DDA,2015-12-15 01:13:39,42.253,29.731,50.45,4,-,KARADENIZ
320038,DDA,2015-12-12 15:48:25,37.8821,43.5216,9.96,4.1,Türkiye,VAN
320026,DDA,2015-12-12 11:15:08,34.82,25.536,70.5,4.1,-,-
319677,DDA,2015-12-09 09:03:33,38.8173,37.8493,17.54,4.5,Türkiye,MALATYA
319551,DDA,2015-12-07 23:27:17,39.2863,40.1905,9.75,4.5,Türkiye,BINGÖL
319277,DDA,2015-12-04 16:00:15,39.2746,40.1996,11.42,4,Türkiye,BINGÖL
319276,DDA,2015-12-04 15:37:41,39.2613,40.2135,9.83,4.1,Türkiye,BINGÖL
319184,DDA,2015-12-03 16:42:12,39.2856,40.1853,9.85,4,Türkiye,BINGÖL
319082,DDA,2015-12-03 00:36:25,39.2736,40.2023,9.98,4,Türkiye,BINGÖL
319064,DDA,2015-12-02 23:27:07,39.261,40.217,10.66,5.3,Türkiye,BINGÖL
319040,DDA,2015-12-02 15:52:44,39.1495,28.154,10.85,4,Türkiye,BALIKESIR
318787,DDA,2015-11-30 01:04:43,34.6028,28.488,40.26,4.1,-,AKDENIZ-DOGU BASENI
318592,DDA,2015-11-29 00:28:08,38.8381,37.8241,17.45,5,Türkiye,MALATYA
317990,DDA,2015-11-19 15:21:40,34.505,26.61,44.4,4,-,AKDENIZ-DOGU BASENI
317904,DDA,2015-11-18 14:55:40,37.8023,29.3195,14.72,4.1,Türkiye,DENIZLI
317889,DDA,2015-11-18 10:35:46,37.8286,29.2956,17.09,4.1,Türkiye,DENIZLI
316782,DDA,2015-11-17 03:00:08,39.5236,24.0968,12.01,4.2,-,EGE DENIZI
316686,DDA,2015-11-16 15:45:43,40.8181,28.7631,13.23,4,-,-
315435,DDA,2015-10-29 09:46:39,39.1198,43.7438,4.9,4.8,Türkiye,VAN
315392,DDA,2015-10-28 16:20:02,40.8003,27.7446,13.04,4.4,-,-
315267,DDA,2015-10-27 01:25:53,38.953,24.291,35.2,4.4,-,EGE DENIZI
315254,DDA,2015-10-26 20:08:00,39.7781,26.2648,9.78,4.3,Türkiye,ÇANAKKALE
315067,DDA,2015-10-24 02:59:05,35.4603,23.908,4.6,4.3,Greece,GIRIT ADASI
313519,DDA,2015-10-13 23:18:10,39.1143,29.0328,10.21,4.2,Türkiye,KÜTAHYA
313409,DDA,2015-10-12 02:16:14,34.7458,26.5553,14.64,4.7,-,AKDENIZ-DOGU BASENI
313381,DDA,2015-10-11 19:05:16,34.4563,26.323,7.55,4,-,AKDENIZ-DOGU BASENI
313218,DDA,2015-10-09 16:11:43,40.6681,36.6735,20.52,4,Türkiye,TOKAT
313206,DDA,2015-10-09 14:39:15,40.6643,36.681,20.17,4.9,Türkiye,TOKAT
313035,DDA,2015-10-06 21:27:34,36.1846,29.8853,34.23,5.2,-,ANTALYA
312880,DDA,2015-10-03 21:08:03,38.1753,38.963,7.16,4.1,Türkiye,MALATYA
312632,DDA,2015-09-29 09:12:39,34.9215,24.8143,9.44,4.4,-,-
312580,DDA,2015-09-28 03:34:00,36.0775,29.5355,5.99,4,-,-
312354,DDA,2015-09-24 11:29:42,35.9936,39.65,16.68,4.1,Syria,-
312185,DDA,2015-09-22 07:11:11,39.1295,29.1071,6.1,4.3,Türkiye,KÜTAHYA
312178,DDA,2015-09-22 06:25:04,39.1271,29.118,9.33,4.3,Türkiye,KÜTAHYA
311983,DDA,2015-09-18 22:30:28,39.8125,30.4296,8.84,4,Türkiye,ESKISEHIR
310835,DDA,2015-09-16 19:52:11,35.3,27.719,11.7,4.8,-,AKDENIZ-DOGU BASENI
310831,DDA,2015-09-16 19:12:17,38.6018,44.5955,7.17,4.2,Iran,-
310789,DDA,2015-09-16 03:23:22,36.109,30.7835,48.25,4,-,AKDENIZ-DOGU BASENI
310733,DDA,2015-09-15 05:04:46,34.797,24.941,12.9,4.1,-,-
310583,DDA,2015-09-13 02:57:26,37.101,28.878,21.36,4.4,Türkiye,MUGLA
310389,DDA,2015-09-10 08:12:45,38.8306,26.27,4.63,4.8,-,EGE DENIZI
310206,DDA,2015-09-07 09:59:33,35.205,23.5946,12.8,4.1,YUNANISTAN,-
310201,DDA,2015-09-07 04:33:46,39.3966,43.9476,7.6,4,Türkiye,AGRI
310175,DDA,2015-09-07 00:37:36,39.1676,40.1901,17.42,4.4,Türkiye,ELAZIG
309933,DDA,2015-09-03 08:23:19,39.1226,29.1225,10.24,4.1,Türkiye,KÜTAHYA
309823,DDA,2015-09-01 14:14:04,37.4725,42.992,14.95,4.2,Türkiye,SIRNAK
309797,DDA,2015-09-01 02:33:16,37.5078,45.0088,4.9,4.1,Iran,-
309644,DDA,2015-08-29 04:55:35,34.6563,26.1748,9.02,4,-,AKDENIZ-DOGU BASENI
309518,DDA,2015-08-27 00:47:23,34.6666,26.0311,9.89,4.2,-,AKDENIZ-DOGU BASENI
309516,DDA,2015-08-27 00:25:08,34.7751,25.8068,7.06,4.5,-,-
309509,DDA,2015-08-26 23:01:44,37.3283,36.9338,10.2,4,Türkiye,K.MARAS
309373,DDA,2015-08-24 06:27:19,38.6403,43.0441,3.04,4,Türkiye,-
309305,DDA,2015-08-23 01:57:20,37.4988,35.6898,9.84,4,Türkiye,ADANA
309091,DDA,2015-08-18 21:58:10,35.5363,31.3591,24.97,4.1,-,AKDENIZ-DOGU BASENI
309090,DDA,2015-08-18 21:19:43,35.6586,31.3593,51.11,4.6,-,AKDENIZ-DOGU BASENI
308054,DDA,2015-08-15 19:47:31,39.4055,43.9963,9.48,4,Türkiye,AGRI
307979,DDA,2015-08-14 15:20:55,34.4273,26.3318,6.82,4.1,-,AKDENIZ-DOGU BASENI
307900,DDA,2015-08-13 06:26:43,34.872,25.178,40.8,4,-,-
307585,DDA,2015-08-07 06:59:33,35.21,23.4723,6.19,4,-,-
305524,DDA,2015-08-05 09:24:20,38.1346,26.1483,20.79,4,-,EGE DENIZI
305239,DDA,2015-07-31 16:04:44,35.0905,24.3418,11.3,4.1,-,-
305178,DDA,2015-07-30 15:04:10,34.3436,33.6648,50.68,4.4,-,AKDENIZ-DOGU BASENI
305120,DDA,2015-07-29 22:00:54,36.5646,35.0361,29.68,5,-,-
304975,DDA,2015-07-27 09:55:09,36.1506,31.1818,30.42,4,-,AKDENIZ-DOGU BASENI
304928,DDA,2015-07-26 18:40:33,40.5283,23.4116,6.62,4.3,Greece,-
304854,DDA,2015-07-25 18:35:52,37.1431,28.6885,15.05,4.2,Türkiye,MUGLA
304760,DDA,2015-07-24 09:58:40,36.75,26.913,130.5,4.5,-,-
304747,DDA,2015-07-24 06:54:10,40.2425,26.2778,21.64,4.4,Türkiye,-
304714,DDA,2015-07-24 02:39:42,40.2473,26.2661,18.9,4.8,-,-
304705,DDA,2015-07-24 01:26:01,40.2488,26.2651,12.97,4.3,-,-
303582,DDA,2015-07-21 16:29:18,34.8413,32.9456,21.6,4.3,Cyprus,-
303281,DDA,2015-07-16 13:19:00,39.9061,43.2481,18.9,4.1,Türkiye,AGRI
302940,DDA,2015-07-11 18:27:39,35.7255,44.8755,16.62,4.3,Iraq,-
302790,DDA,2015-07-09 10:41:34,36.7963,26.9136,24.99,4.2,-,-
302737,DDA,2015-07-08 22:14:00,37.5645,29.5395,27.88,4.2,Türkiye,BURDUR
302539,DDA,2015-07-06 01:03:48,38.234,26.5638,15.52,4.1,Türkiye,IZMIR
301742,DDA,2015-06-24 08:37:16,36.753,27.175,132.6,4.1,-,-
300723,DDA,2015-06-23 22:35:20,38.681,43.179,30.45,4.5,Türkiye,VAN
300524,DDA,2015-06-20 19:52:47,34.7483,26.3781,7.33,4.5,-,AKDENIZ-DOGU BASENI
300363,DDA,2015-06-18 01:52:58,35.061,26.6098,20.93,4.1,-,-
300017,DDA,2015-06-13 01:03:15,38.662,40.1986,25.11,4,Türkiye,BINGÖL
299797,DDA,2015-06-09 21:49:50,35.1771,26.8226,12.74,5.1,-,AKDENIZ-DOGU BASENI
299734,DDA,2015-06-09 01:09:03,38.7675,23.423,5.56,5,Greece,-
299733,DDA,2015-06-08 22:20:59,35.355,26.9141,38.73,4.4,-,-
299315,DDA,2015-06-01 14:54:16,37.508,43.882,12.69,4,Türkiye,HAKKARI
299109,DDA,2015-05-29 08:02:51,36.8703,27.5928,17.01,4.1,-,-
299080,DDA,2015-05-29 00:03:48,34.9566,26.7278,15.85,4.1,-,AKDENIZ-DOGU BASENI
299051,DDA,2015-05-28 12:59:21,35.062,26.7396,6.44,4.2,-,-
298788,DDA,2015-05-23 08:45:19,38.647,22.766,12.5,4,Greece,-
298754,DDA,2015-05-22 22:09:18,35.154,26.7763,7.39,4,-,AKDENIZ-DOGU BASENI
298704,DDA,2015-05-22 02:56:37,35.8961,27.2443,15.99,4.1,-,-
298527,DDA,2015-05-18 20:41:08,35.042,25.27,39.1,4.2,Greece,GIRIT ADASI
297453,DDA,2015-05-17 04:08:45,34.5848,26.3115,7.97,4.1,-,AKDENIZ-DOGU BASENI
297425,DDA,2015-05-16 18:43:18,35.224,26.8811,19.93,4,-,AKDENIZ-DOGU BASENI
297088,DDA,2015-05-11 05:01:56,34.9955,26.7825,7.09,4.3,-,AKDENIZ-DOGU BASENI
297073,DDA,2015-05-10 21:32:50,34.808,25.515,36.5,4.2,-,-
296748,DDA,2015-05-06 03:49:56,34.74,25.285,52.1,4.3,-,-
296609,DDA,2015-05-04 04:07:39,34.659,25.324,15.3,4.4,-,AKDENIZ-DOGU BASENI
296496,DDA,2015-05-02 12:45:58,40.8573,32.496,12.07,4,Türkiye,BOLU
296231,DDA,2015-04-29 04:40:53,42.1145,29.3245,23.32,4,-,KARADENIZ
296167,DDA,2015-04-28 14:01:02,38.9286,43.5206,16.47,4,Türkiye,-
296147,DDA,2015-04-28 07:59:28,37.057,28.5396,16.92,4,Türkiye,MUGLA
296109,DDA,2015-04-27 14:16:25,35.0186,26.5533,6.96,4,-,-
295863,DDA,2015-04-24 04:08:34,35.1831,26.7098,7.12,4.1,-,-
295807,DDA,2015-04-22 22:17:35,35.124,26.919,30.9,4.2,-,AKDENIZ-DOGU BASENI
295800,DDA,2015-04-22 20:19:53,35.135,26.6103,7.24,4.2,-,-
295701,DDA,2015-04-21 01:57:33,34.931,26.5416,7.91,4.2,-,AKDENIZ-DOGU BASENI
295657,DDA,2015-04-20 07:42:59,35.0756,26.8145,10.94,4,-,-
295620,DDA,2015-04-19 23:36:50,35.3078,26.8673,6.51,4,-,-
295529,DDA,2015-04-18 16:46:52,36.565,23.233,48.1,4.6,-,EGE DENIZI
294534,DDA,2015-04-18 03:59:34,35.203,26.6823,11.69,4,-,-
294485,DDA,2015-04-17 19:20:59,34.833,24.8476,20.28,4.2,-,-
294477,DDA,2015-04-17 16:39:42,35.0946,26.7561,7.19,4.6,-,-
294454,DDA,2015-04-17 11:49:56,37.528,38.8056,10.94,4,Türkiye,SANLIURFA
294453,DDA,2015-04-17 11:30:36,34.991,26.578,18.2,4.4,-,-
294447,DDA,2015-04-17 10:23:37,34.666,26.8931,6.77,4.2,-,AKDENIZ-DOGU BASENI
294421,DDA,2015-04-17 02:05:36,34.9278,26.6858,5.7,5.2,-,AKDENIZ-DOGU BASENI
294429,DDA,2015-04-17 01:50:44,35.2543,26.8655,10.26,4.1,-,-
294419,DDA,2015-04-16 21:52:26,35.5426,26.9716,17.74,4.1,-,-
294415,DDA,2015-04-16 20:15:49,35.1821,27.0021,12.24,4.3,-,AKDENIZ-DOGU BASENI
294414,DDA,2015-04-16 20:01:14,35.5256,26.7661,7.87,4.2,-,-
294410,DDA,2015-04-16 19:02:15,35.3396,26.9335,11.76,4.9,-,-
294409,DDA,2015-04-16 18:52:38,35.3138,27.0493,17.83,4.9,-,-
294406,DDA,2015-04-16 18:07:37,34.8643,26.7275,12.34,5.9,-,AKDENIZ-DOGU BASENI
294323,DDA,2015-04-15 08:33:50,34.994,32.524,6.3,4.5,KIBRIS,-
294322,DDA,2015-04-15 08:25:09,34.7103,32.3731,11.11,5.2,KIBRIS,-
294268,DDA,2015-04-14 08:00:02,34.6261,26.6486,14.37,4.3,-,AKDENIZ-DOGU BASENI
294184,DDA,2015-04-13 03:49:04,39.1208,24.6063,21.95,4.2,-,EGE DENIZI
294006,DDA,2015-04-09 20:50:01,35.5013,31.2451,22.48,4,-,AKDENIZ-DOGU BASENI
293958,DDA,2015-04-08 13:33:28,35.1661,27.721,7.68,4.4,-,AKDENIZ-DOGU BASENI
293836,DDA,2015-04-06 16:42:36,35.464,27.542,41.2,4.3,-,AKDENIZ-DOGU BASENI
293801,DDA,2015-04-06 01:26:32,40.333,44.976,19.5,4,Armenia,-
293209,DDA,2015-03-28 10:08:16,37.4551,36.3895,14.64,4.1,Türkiye,K.MARAS
293183,DDA,2015-03-27 23:34:54,35.7295,26.576,56.13,5,-,-
293126,DDA,2015-03-27 01:42:41,37.9521,27.199,7.87,4.1,-,-
293086,DDA,2015-03-26 12:00:40,39.3556,24.7483,25.89,4.3,-,EGE DENIZI
292424,DDA,2015-03-17 10:11:20,36.5913,26.6466,27.11,4.4,YUNANISTAN,-
292378,DDA,2015-03-16 20:09:33,36.5195,27.904,18.22,4,-,-
292141,DDA,2015-03-13 13:33:09,36.5651,23.3048,6.17,4.3,-,EGE DENIZI
292112,DDA,2015-03-12 20:24:10,35.5235,27.587,14.6,4.2,-,AKDENIZ-DOGU BASENI
292067,DDA,2015-03-12 00:39:17,35.3373,27.5533,7.44,4.5,-,AKDENIZ-DOGU BASENI
292063,DDA,2015-03-11 23:40:25,35.2855,27.4646,5.44,4,-,AKDENIZ-DOGU BASENI
291867,DDA,2015-03-08 16:40:37,35.6603,27.2796,28.13,4,-,EGE DENIZI
291842,DDA,2015-03-08 03:42:41,35.16,24.9836,6.75,4.1,Greece,GIRIT ADASI
291343,DDA,2015-02-27 22:25:06,38.6773,26.3623,25.29,4.1,-,-
290698,DDA,2015-02-16 11:52:42,37.1478,30.0865,31.23,4.7,Türkiye,ANTALYA
290586,DDA,2015-02-14 19:49:16,35.0068,27.2223,6.81,4,-,AKDENIZ-DOGU BASENI
290475,DDA,2015-02-12 13:30:18,35.679,25.61,78.2,4,-,EGE DENIZI
289370,DDA,2015-02-10 08:56:30,37.1475,30.069,11.86,4.5,Türkiye,ANTALYA
289364,DDA,2015-02-10 05:31:44,35.4401,28.482,24.55,4.3,-,AKDENIZ-DOGU BASENI
289356,DDA,2015-02-10 04:01:54,36.012,35.9605,23.68,4.6,-,-
289354,DDA,2015-02-10 03:24:59,35.8486,40.4231,22.36,4.2,Syria,-
289348,DDA,2015-02-09 22:52:49,39.4301,40.1351,13.01,4.3,Türkiye,TUNCELI
289082,DDA,2015-02-05 16:17:49,34.806,25.295,36.3,4.3,-,-
289041,DDA,2015-02-05 06:16:45,42.8003,26.0975,7.55,4.3,Bulgaria,-
288958,DDA,2015-02-04 02:48:04,38.041,42.7166,5.66,4.1,Türkiye,VAN
288850,DDA,2015-02-02 04:41:04,40.3083,26.0295,14.63,4.1,-,-
288258,DDA,2015-01-23 10:19:43,40.0455,28.5788,13.02,4.3,Türkiye,BURSA
288229,DDA,2015-01-22 19:27:46,37.3638,36.3098,7.85,4.3,Türkiye,K.MARAS
287267,DDA,2015-01-21 13:58:04,38.316,42.8243,13.59,4.4,Türkiye,VAN
286971,DDA,2015-01-17 01:59:39,34.989,26.7611,4.85,4,-,AKDENIZ-DOGU BASENI
286968,DDA,2015-01-17 00:42:34,39.8775,30.3785,5.08,4,Türkiye,ESKISEHIR
286731,DDA,2015-01-13 11:19:14,37.122,23.2098,7.29,4.6,-,EGE DENIZI
286691,DDA,2015-01-12 10:00:31,34.7375,26.7293,9.6,4.1,-,AKDENIZ-DOGU BASENI
286538,DDA,2015-01-10 14:00:06,35.473,26.032,35.2,4.4,-,EGE DENIZI
286501,DDA,2015-01-10 04:32:08,38.2026,27.0678,7.86,4.3,Türkiye,IZMIR
286390,DDA,2015-01-08 18:44:46,37.0901,36.8058,8,4.6,Türkiye,GAZIANTEP
286283,DDA,2015-01-06 22:16:44,36.954,34.4013,14.47,4.1,Türkiye,IÇEL
286227,DDA,2015-01-05 11:54:00,35.0483,26.4563,9.39,4.4,-,-
286044,DDA,2015-01-02 06:03:17,34.6331,24.0536,7.03,4.4,-,AKDENIZ-DOGU BASENI
285828,DDA,2014-12-29 08:06:22,38.8883,26.2845,17.32,4.5,-,EGE DENIZI
285785,DDA,2014-12-28 12:43:54,35.6986,28.4806,32.42,4,-,AKDENIZ-DOGU BASENI
285486,DDA,2014-12-23 21:35:00,36.9196,42.3331,11.31,4,Iraq,-
285361,DDA,2014-12-21 17:59:15,34.6316,25.4828,5.69,4,-,AKDENIZ-DOGU BASENI
285208,DDA,2014-12-19 22:40:31,39.3113,22.7508,7.02,4.2,Greece,-
284923,DDA,2014-12-16 09:02:13,40.1298,27.0845,17.35,4.3,Türkiye,ÇANAKKALE
284060,DDA,2014-12-15 04:05:54,38.663,45.193,13,4.2,Iran,-
283288,DDA,2014-12-06 08:36:48,38.9113,26.2463,7.83,4.1,-,EGE DENIZI
283269,DDA,2014-12-06 06:20:54,38.9011,26.2565,14.15,4.9,-,EGE DENIZI
283239,DDA,2014-12-06 01:45:06,38.904,26.2741,22.48,5.1,-,EGE DENIZI
283126,DDA,2014-12-04 21:16:29,38.5991,26.094,12.06,4.6,-,-
283080,DDA,2014-12-04 05:35:25,35.9763,29.1588,37.67,4,-,AKDENIZ-DOGU BASENI
282992,DDA,2014-12-02 20:15:17,40.2465,25.1758,27.03,4.3,-,EGE DENIZI
282927,DDA,2014-12-01 22:48:08,35.1891,26.926,25.98,4,-,AKDENIZ-DOGU BASENI
282832,DDA,2014-11-30 16:01:01,37.3865,26.9195,25.14,4.1,-,-
282801,DDA,2014-11-30 06:38:29,39.3488,29.012,8.37,4,Türkiye,KÜTAHYA
282634,DDA,2014-11-28 02:30:06,39.3318,29.0056,10.78,4.3,Türkiye,KÜTAHYA
281509,DDA,2014-11-26 05:05:32,36.907,27.7096,20.83,4.2,-,-
281490,DDA,2014-11-26 00:04:47,39.335,29.0036,8.72,4,Türkiye,KÜTAHYA
280893,DDA,2014-11-18 01:13:45,38.7345,23.5415,5.49,4,Greece,-
280881,DDA,2014-11-17 23:40:34,38.682,23.4681,7.14,4,Greece,-
280879,DDA,2014-11-17 23:09:04,38.5783,23.2481,51.05,5.3,Greece,-
280878,DDA,2014-11-17 23:05:55,38.685,23.4361,23.4,4.9,Greece,-
279745,DDA,2014-11-15 20:23:30,36.428,28.816,6.02,4.2,-,-
279680,DDA,2014-11-15 07:30:15,39.3255,28.9978,12.19,4,Türkiye,KÜTAHYA
279524,DDA,2014-11-12 16:25:37,36.002,31.478,22.5,4,-,AKDENIZ-DOGU BASENI
279316,DDA,2014-11-10 09:20:43,37.1473,28.758,10.34,4.3,Türkiye,MUGLA
279299,DDA,2014-11-10 06:16:40,37.1163,28.7345,14.46,4.8,Türkiye,MUGLA
279284,DDA,2014-11-09 23:24:36,34.619,26.583,84.6,4.4,-,AKDENIZ-DOGU BASENI
278728,DDA,2014-10-30 14:35:44,38.7235,42.1101,12.23,4.4,Türkiye,BITLIS
278711,DDA,2014-10-30 06:09:10,38.1768,22.7711,14.6,4,-,EGE DENIZI
278411,DDA,2014-10-26 00:30:54,34.5983,25.2905,7.47,4.3,-,AKDENIZ-DOGU BASENI
278200,DDA,2014-10-22 17:11:05,40.4113,30.1001,7.68,4.5,Türkiye,SAKARYA
278115,DDA,2014-10-21 12:01:46,39.9795,39.6585,12.83,4,Türkiye,GÜMÜSHANE
278080,DDA,2014-10-21 03:03:57,38.169,27.1045,11.74,4.1,Türkiye,IZMIR
278060,DDA,2014-10-20 21:54:02,35.9386,31.0676,35.25,4,-,AKDENIZ-DOGU BASENI
276954,DDA,2014-10-18 13:41:35,35.8325,30.9963,21.34,4,-,AKDENIZ-DOGU BASENI
276824,DDA,2014-10-16 06:48:29,35.7536,26.6663,41.66,4.6,-,-
276823,DDA,2014-10-16 06:10:33,35.7863,30.9703,50.72,4,-,AKDENIZ-DOGU BASENI
276423,DDA,2014-10-11 06:42:10,38.1873,27.0596,10.7,4,Türkiye,IZMIR
276271,DDA,2014-10-08 12:36:15,42.3231,43.0373,2.37,4,Georgia,-
276169,DDA,2014-10-06 18:08:01,35.1151,26.7833,12.59,4.3,-,-
276040,DDA,2014-10-04 12:27:57,35.3483,26.5293,8.72,4.5,-,-
276017,DDA,2014-10-04 05:23:57,34.514,25.34,48.6,4,-,AKDENIZ-DOGU BASENI
275925,DDA,2014-10-02 15:51:58,36.0818,27.0425,29.73,4.2,-,-
275915,DDA,2014-10-02 12:06:21,35.7306,26.5386,16.17,4.3,-,-
275807,DDA,2014-10-01 07:16:28,36.9611,29.3695,25.37,4.2,Türkiye,MUGLA
275788,DDA,2014-09-30 22:16:31,35.148,27.0591,15.42,4.2,-,AKDENIZ-DOGU BASENI
275707,DDA,2014-09-29 08:15:07,39.4055,24.1898,12.13,4.2,-,EGE DENIZI
275661,DDA,2014-09-28 08:22:16,38.8356,40.9686,5.24,4.1,Türkiye,BINGÖL
275587,DDA,2014-09-26 19:26:30,34.6655,25.5693,17.64,4.1,-,AKDENIZ-DOGU BASENI
275568,DDA,2014-09-26 07:51:24,34.439,25.344,45.3,4,-,AKDENIZ-DOGU BASENI
275320,DDA,2014-09-22 07:25:36,35.3931,35.6426,31.71,4,-,-
274243,DDA,2014-09-20 23:24:25,41.816,35.949,11.9,4,-,-
274175,DDA,2014-09-20 02:52:57,39.1693,38.72,7.62,4.2,Türkiye,ERZINCAN
273803,DDA,2014-09-14 22:41:58,37.282,23.187,7.17,4,-,EGE DENIZI
273650,DDA,2014-09-12 22:55:36,36.2768,31.0308,40.23,4.4,-,AKDENIZ-DOGU BASENI
273648,DDA,2014-09-12 21:56:51,34.9673,23.4551,9.3,4.2,-,AKDENIZ-DOGU BASENI
